Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg);;
3278.7,-22.00759603137859,-31.66518496997071;;
3290.65,-22.03769343445033,-34.3680905148632;;
3302.6,-22.08105686247081,-37.08242489612621;;
3314.55,-22.07088278128338,-39.85322169261343;;
3326.5,-22.1566246414801,-42.72962945163526;;
3338.45,-22.15870999459958,-45.44509952580893;;
3350.4,-22.21539107509201,-48.20967172748318;;
3362.35,-22.25936914387269,-50.89395858961214;;
3374.3,-22.3045692558422,-53.7779040167419;;
3386.25,-22.34391265820836,-56.68507026080512;;
3398.2,-22.40082811441316,-59.38353828193351;;
3410.15,-22.46352428903506,-62.11555254105714;;
3422.1,-22.52413711786411,-65.03646035677548;;
3434.05,-22.53199157068992,-67.73756569905514;;
3446,-22.6114079789593,-70.48160866106892;;
3457.95,-22.6484450149815,-73.18082502962767;;
3469.9,-22.69907196475734,-76.13733115626303;;
3481.85,-22.75548584946176,-78.70453689082136;;
3493.8,-22.8128430986209,-81.60587081849685;;
3505.75,-22.90182777012732,-84.43159204149066;;
3517.7,-22.96037301941891,-87.11559854749737;;
3529.65,-23.04580587827965,-89.83486376957427;;
3541.6,-23.09274591839561,-92.53485702342232;;
3553.55,-23.14927204107916,-95.51810345315999;;
3565.5,-23.24210139691199,-98.2347196373259;;
3577.45,-23.31809471819203,-101.0466541695193;;
3589.4,-23.36113045775859,-103.6527126044751;;
3601.35,-23.47464232842711,-106.3143686173547;;
3613.3,-23.52481517779547,-109.3543302124413;;
3625.25,-23.63289199502829,-112.0276478267725;;
3637.2,-23.72591019680913,-114.875737944624;;
3649.15,-23.80642943105113,-117.597040654012;;
3661.1,-23.88942821041649,-120.2774052587875;;
3673.05,-23.98307421443432,-123.3222355750342;;
3685,-24.07571073049379,-125.861582044962;;
3696.95,-24.16272032312757,-128.6843224830398;;
3708.9,-24.25076549325897,-131.5413453121831;;
3720.85,-24.3978021963943,-134.0272317859873;;
3732.8,-24.50277535838454,-136.8329085531987;;
3744.75,-24.61732355730718,-139.7906306774125;;
3756.7,-24.69869016028032,-142.6370019122764;;
3768.65,-24.85604461627513,-145.4028889821271;;
3780.6,-24.92127223874463,-147.9140676309896;;
3792.55,-25.04095859719638,-150.7552991599784;;
3804.5,-25.21653144015632,-153.7775696131354;;
3816.45,-25.32062183043625,-156.2888355752293;;
3828.4,-25.41042048307607,-159.3814941207528;;
3840.35,-25.56799739897084,-161.8995734414543;;
3852.3,-25.70303593888336,-165.1859021141594;;
3864.25,-25.84237636779504,-167.641799349801;;
3876.2,-25.99632583288686,-170.1901144101467;;
3888.15,-26.13069744395627,-173.3111674403551;;
3900.1,-26.28412552731678,-176.1164859934035;;
3912.05,-26.4618658800894,-178.6863651384979;;
3924,-26.635168592082,178.5894902185823;;
3935.95,-26.79696080933444,175.7502798306313;;
3947.9,-26.95695971447134,173.4755378312671;;
3959.85,-27.09182216017787,170.1774356193332;;
3971.8,-27.23979893613652,167.4101375729817;;
3983.75,-27.52633952057144,164.3607378236782;;
3995.7,-27.67304529950688,161.8589709725198;;
4007.65,-27.87457738504822,159.2533857129283;;
4019.6,-28.09325966819192,156.4638416260149;;
4031.55,-28.39075078608739,153.0289761413179;;
4043.5,-28.56099840682136,150.0856361761429;;
4055.45,-28.80035778090375,147.9850724421003;;
4067.4,-28.98587745966731,145.143093912369;;
4079.35,-29.23220086065509,142.7493700772238;;
4091.3,-29.5352950731068,138.9696247843967;;
4103.25,-29.80127059122038,136.8213386961491;;
4115.2,-29.96284662677653,133.5703401485482;;
4127.15,-30.26990067912202,130.8781660123181;;
4139.1,-30.57564455569057,127.8134269567412;;
4151.05,-30.95376372067719,125.1857176952457;;
4163,-31.14689905438261,121.8161331314208;;
4174.95,-31.53310217392144,119.8352359815059;;
4186.9,-31.86434808386452,116.1049400330487;;
4198.85,-32.30680221964018,113.9873527160443;;
4210.8,-32.61985330944092,110.7197161915713;;
4222.75,-33.12813788046911,107.4606333265878;;
4234.7,-33.51357128929782,104.9470427518495;;
4246.65,-33.84778847722381,102.3151649673396;;
4258.6,-34.45769166730437,99.01292340789206;;
4270.55,-34.865987703467,95.52156925806565;;
4282.5,-35.38654598434711,93.33141691105902;;
4294.45,-35.92839650406923,90.75934676850989;;
4306.4,-36.68135796374109,86.39633651058213;;
4318.35,-37.31245709789781,83.69330507571223;;
4330.3,-37.96154465761602,82.44953275675709;;
4342.25,-38.77288710904065,76.14295169620189;;
4354.2,-39.58545565308902,73.64673200942251;;
4366.15,-40.58733348519745,70.11478844806641;;
4378.1,-41.35732299369215,68.25528913263842;;
4390.05,-42.76815429123855,63.48799690713199;;
4402,-44.00247905014296,55.97024619053997;;
4413.95,-46.37703432506726,53.41226874252937;;
4425.9,-47.89886309561099,48.2487581281822;;
4437.85,-50.69446658401194,43.29300039051284;;
4449.8,-55.19308527001212,14.08476560324245;;
4461.75,-56.73885615606086,-14.03996678701677;;
4473.7,-57.02791455277734,-69.8986100199056;;
4485.65,-54.07440832808589,-97.45134097185921;;
4497.6,-49.89587673058439,-111.1876154129405;;
4509.55,-46.95870834726642,-121.597985749857;;
4521.5,-45.77723601740415,-125.2307963454564;;
4533.45,-43.8300275860888,-129.1923972301898;;
4545.4,-42.3296893211046,-134.3882349418419;;
4557.35,-41.20811484440939,-139.4087471977686;;
4569.3,-40.31034607657527,-142.3546835470479;;
4581.25,-39.315760316211,-145.3569410392746;;
4593.2,-38.61016182174347,-147.9841220295928;;
4605.15,-37.8756589055902,-153.2849724134598;;
4617.1,-37.02137184071086,-154.8876368641152;;
4629.05,-36.35683274602439,-158.591020364106;;
4641,-35.79581725723843,-161.8164792823223;;
4652.95,-35.12558133421676,-164.4759058654;;
4664.9,-34.75395662972054,-167.6949716493244;;
4676.85,-33.99655545687648,-171.287577095455;;
4688.8,-33.63283365082224,-173.7493166491934;;
4700.75,-33.32199401849557,-176.3961515040577;;
4712.7,-32.76202776138101,-179.2588681401332;;
4724.65,-32.37892919091465,177.694651456285;;
4736.6,-31.92020515561479,175.291654648395;;
4748.55,-31.46552139956444,172.0667277781851;;
4760.5,-31.23503850976605,169.8363795813066;;
4772.45,-30.86260373876412,166.3764919520557;;
4784.4,-30.50879260659675,163.9679751622265;;
4796.35,-30.26013128436903,160.7713944085446;;
4808.3,-29.98285842778431,157.9916808115237;;
4820.25,-29.65151011282071,155.3461252848643;;
4832.2,-29.40517376140127,152.5452074925333;;
4844.15,-29.10993347901845,149.3243387210314;;
4856.1,-28.83091895646125,146.4014905306673;;
4868.05,-28.60600543053476,144.3076417206963;;
4880,-28.35897940718631,141.5259242729395;;
4891.95,-28.17255949420397,138.0431229335177;;
4903.9,-27.94975576013961,135.6607463218869;;
4915.85,-27.63696280852025,132.9972067695878;;
4927.8,-27.46679423938441,130.063132888392;;
4939.75,-27.29593693971589,126.7476800116465;;
4951.7,-26.99733670654975,124.0015611651028;;
4963.65,-26.83156570369384,121.32516896882;;
4975.6,-26.65547513824466,118.6646259342969;;
4987.55,-26.50124282632637,115.7893075077979;;
4999.5,-26.33785273372737,113.1905046348814;;
5011.45,-26.14466147707112,110.2371122132926;;
5023.4,-26.00942712945421,107.5753594680306;;
5035.35,-25.81175864027831,105.1875686406386;;
5047.3,-25.68670115874996,101.7799885458542;;
5059.25,-25.50378985534757,99.33025520078604;;
5071.2,-25.38943806250626,96.31158944283334;;
5083.15,-25.23716646754091,93.74248329310502;;
5095.1,-25.02695218556933,91.13329117256504;;
5107.05,-24.96470692624063,88.13152065691251;;
5119,-24.75578407419307,85.55325141585956;;
5130.95,-24.69444310659902,82.47217442085424;;
5142.9,-24.52184153159295,80.09529731921984;;
5154.85,-24.38455210113524,77.28976903713112;;
5166.8,-24.27385541464458,74.5264309331459;;
5178.75,-24.17461974142115,71.77158415953647;;
5190.7,-24.08690687778421,68.83996516963794;;
5202.65,-23.94422449790484,66.37370697035811;;
5214.6,-23.82032212680491,63.5676845037724;;
5226.55,-23.73098014595797,60.5355941994676;;
5238.5,-23.56689801318778,57.82472900191067;;
5250.45,-23.52243188396633,55.32766717147471;;
5262.4,-23.39568393175228,52.29905191916708;;
5274.35,-23.31395001001336,49.52061799985718;;
5286.3,-23.26725032359033,46.75424536616958;;
5298.25,-23.16777497920914,44.22837144801908;;
5310.2,-23.07898779833201,40.9525812637974;;
5322.15,-22.95871485166899,38.64591348612511;;
5334.1,-22.86421523304948,35.68752818695779;;
5346.05,-22.82833288004976,32.8081752159966;;
5358,-22.72572354122314,30.21313497237597;;
5369.95,-22.66731451904804,27.20061001557271;;
5381.9,-22.608188255155,24.774698887751;;
5393.85,-22.57903715639891,21.84084853375747;;
5405.8,-22.45324538849486,18.90340596702396;;
5417.75,-22.39358354149438,16.35313300867335;;
5429.7,-22.28900575359198,13.55135952766045;;
5441.65,-22.24376264016105,10.75889042387075;;
5453.6,-22.22846584628401,8.438214917605819;;
5465.55,-22.1340192848189,5.382589168413773;;
5477.5,-22.09582965443486,2.506367938975714;;
5489.45,-22.05141794553041,-0.3614712395843647;;
5501.4,-21.97477341694531,-3.012094252942006;;
5513.35,-21.92940706350891,-5.530142055387685;;
5525.3,-21.89359062543852,-8.542544245303379;;
5537.25,-21.82109214447886,-11.27549168886429;;
5549.2,-21.81416508193552,-13.80585016876874;;
5561.15,-21.77537135580677,-16.67966814890863;;
5573.1,-21.73898623421239,-19.46142761717078;;
5585.05,-21.67450098833828,-22.24840247024446;;
5597,-21.70398254014362,-25.1150676501657;;
5608.95,-21.66999109475947,-27.58513902251167;;
5620.9,-21.62883090085193,-30.61262939064353;;
5632.85,-21.592318280097,-33.31225330245011;;
5644.8,-21.59351981549386,-36.18132831906691;;
5656.75,-21.53546716169949,-38.6675904402066;;
5668.7,-21.50374606543899,-41.55509059497055;;
5680.65,-21.49250615488193,-44.35651448210263;;
5692.6,-21.51747161838066,-47.07788704211309;;
5704.55,-21.47133180046697,-49.91049370421808;;
5716.5,-21.42891871641929,-52.58584953650167;;
5728.45,-21.45894155918223,-55.20505821881788;;
5740.4,-21.44688001260246,-58.26211779025473;;
5752.35,-21.44677323874841,-61.15032704640139;;
5764.3,-21.41459215629155,-63.38788525424086;;
5776.25,-21.43418429086765,-66.41541829365818;;
5788.2,-21.45503143360923,-68.94182079449004;;
5800.15,-21.38532837738802,-71.76242317226456;;
5812.1,-21.42507409255146,-74.82774226234983;;
5824.05,-21.4273238941025,-77.21342105627383;;
5836,-21.44411507343866,-80.28780772165402;;
5847.95,-21.46093048041116,-82.99167416530724;;
5859.9,-21.47832044943563,-85.8742012219314;;
5871.85,-21.49335916756556,-88.57404442106031;;
5883.8,-21.48761243753885,-91.00644529675064;;
5895.75,-21.54848465137343,-94.05735293958165;;
5907.7,-21.54969062320978,-96.70148504924802;;
5919.65,-21.5549918037505,-99.54246568236057;;
5931.6,-21.5945125617173,-102.0493182227464;;
5943.55,-21.65461940120256,-104.8876349995802;;
5955.5,-21.6583780734801,-107.6433908671493;;
5967.45,-21.72487682936657,-110.487637310157;;
5979.4,-21.74694083769995,-113.1780363553783;;
5991.35,-21.75605564517129,-116.0684043873418;;
6003.3,-21.82836664485737,-118.5717281412717;;
6015.25,-21.88383379428694,-121.4658748784711;;
6027.2,-21.94718162567243,-124.0947994624816;;
6039.15,-21.93458498847993,-127.3080327907682;;
6051.1,-22.00953125163823,-129.656875024336;;
6063.05,-22.09913384543233,-132.13078874047;;
6075,-22.1627159649005,-135.3526045707661;;
6086.95,-22.24047303899147,-138.0350288675836;;
6098.9,-22.26344584614636,-140.723599796573;;
6110.85,-22.33730780083933,-143.4799196856654;;
6122.8,-22.44648729975339,-146.4671976027967;;
6134.75,-22.52869226249103,-149.2635019860601;;
6146.7,-22.5490369392034,-152.1025818416856;;
6158.65,-22.63919461604707,-154.6480368662761;;
6170.6,-22.70784160299122,-157.4196845238486;;
6182.55,-22.85841423483343,-160.1236269918478;;
6194.5,-22.94489449132081,-163.0456481112926;;
6206.45,-23.05111247253392,-166.0066902856878;;
6218.4,-23.15614966691889,-168.5774766244094;;
6230.35,-23.21562563393357,-171.0839288885465;;
6242.3,-23.35814431395334,-174.1327078184789;;
6254.25,-23.45006318685789,-176.6483283845899;;
6266.2,-23.58076384199419,-179.6156969552692;;
6278.15,-23.74714884412704,177.70166089091;;
6290.1,-23.89601488418557,175.2755333587;;
6302.05,-23.96010828052761,172.25713026685;;
6314,-24.10808595797559,169.2623060128551;;
6325.95,-24.23068451780095,166.3556919619918;;
6337.9,-24.3999210918306,163.9718545375218;;
6349.85,-24.60444265681261,160.8758762517467;;
6361.8,-24.80254040612314,158.3404848131398;;
6373.75,-24.92211274279216,155.6266347289169;;
6385.7,-25.17850122591312,152.7363161353684;;
6397.65,-25.36943156141583,149.9518342840551;;
6409.6,-25.51867780355201,147.0892580487726;;
6421.55,-25.7675396606361,144.6160203346358;;
6433.5,-25.98675819624914,141.803613551989;;
6445.45,-26.21057699629978,138.2560125641587;;
6457.4,-26.49914903757049,135.9754779558101;;
6469.35,-26.74926192386066,132.6440515709552;;
6481.3,-26.97349336666172,130.8016108610607;;
6493.25,-27.3427851082247,127.4932200840101;;
6505.2,-27.51967509581565,124.9108209414305;;
6517.15,-27.92436509926516,122.2634010567607;;
6529.1,-28.20510488661144,119.3903831126793;;
6541.05,-28.5820037298501,115.9827133691957;;
6553,-28.93735401581412,113.7371186594681;;
6564.95,-29.30326630702996,110.3745925761307;;
6576.9,-29.67470156986593,107.2959064699158;;
6588.85,-30.26616046631051,105.2915336416476;;
6600.8,-30.67639846300811,102.0955403767663;;
6612.75,-31.35985971838236,99.38505240750696;;
6624.7,-31.91034039508954,94.63206870253066;;
6636.65,-32.40292890347541,92.2439979767112;;
6648.6,-33.11264755668722,89.40973580526622;;
6660.55,-33.80110672927294,86.77647435497646;;
6672.5,-34.77427006932206,83.14775114020608;;
6684.45,-35.65571008519778,80.27565970382726;;
6696.4,-36.64232474547989,76.84379575194855;;
6708.35,-37.81749748781598,72.33866719176579;;
6720.3,-38.81072589186533,70.7478598592387;;
6732.25,-40.90598407308561,65.10023052722477;;
6744.2,-43.11351030524627,62.68429706375774;;
6756.15,-45.29081909330614,48.68432169989333;;
6768.1,-49.59125510729419,38.3360654620363;;
6780.05,-54.02102099188447,16.60635979089728;;
6792,-52.74334004485102,-60.72917891522229;;
6803.95,-49.55905707043443,-96.48675492887634;;
6815.9,-45.72478404871809,-106.6856925827473;;
6827.85,-42.24861997029615,-115.3498858788002;;
6839.8,-40.21994505294323,-121.7418439506486;;
6851.75,-38.43849695453036,-126.8806232444034;;
6863.7,-37.08579089582526,-129.6987804796129;;
6875.65,-36.14134288666467,-132.3156675844374;;
6887.6,-34.6733769278128,-136.6645877083635;;
6899.55,-33.77077910224955,-139.9977345678776;;
6911.5,-32.6705805971455,-143.2039419548232;;
6923.45,-31.77858051527785,-146.2983742405776;;
6935.4,-31.14434903470631,-149.0888573267286;;
6947.35,-30.35986341003412,-151.9026832057703;;
6959.3,-29.63598425128687,-154.9651814350535;;
